"TYPE_CODE","MANUFACTURER","MODEL","ENGINE_TYPE"
"GLF3","GULFSTREAM AEROSPACE","C-20C Gulfstream 3","Jet"
"GLF3","GULFSTREAM AEROSPACE","C-20D Gulfstream 3","Jet"
"GLF3","GULFSTREAM AEROSPACE","C-20E Gulfstream 3","Jet"
"GLF4","GULFSTREAM AEROSPACE","C-20F Gulfstream 4","Jet"
"GLF4","GULFSTREAM AEROSPACE","C-20G Gulfstream 4","Jet"
"GLF4","GULFSTREAM AEROSPACE","C-20H Gulfstream 4","Jet"
"GLF5","GULFSTREAM AEROSPACE","C-37 Gulfstream 5","Jet"
"GLF4","GULFSTREAM AEROSPACE","G-4 Gulfstream 4","Jet"
"GLF4","GULFSTREAM AEROSPACE","G-4 Gulfstream 4SP","Jet"
"GLF4","GULFSTREAM AEROSPACE","G-4 Gulfstream G300","Jet"
"GLF4","GULFSTREAM AEROSPACE","G-4 Gulfstream G350","Jet"
"GLF4","GULFSTREAM AEROSPACE","G-4 Gulfstream G400","Jet"
"GLF4","GULFSTREAM AEROSPACE","G-4 Gulfstream SRA-4","Jet"
"GLF4","GULFSTREAM AEROSPACE","G-4X Gulfstream G450","Jet"
"GLF5","GULFSTREAM AEROSPACE","G-5 Gulfstream 5","Jet"
"GLF5","GULFSTREAM AEROSPACE","G-5SP Gulfstream 5SP","Jet"
"GLF5","GULFSTREAM AEROSPACE","G-5SP Gulfstream G500","Jet"
"GLF5","GULFSTREAM AEROSPACE","G-5SP Gulfstream G550","Jet"
"GLF3","GULFSTREAM AEROSPACE","G-1159A Gulfstream 3","Jet"
"GLF3","GULFSTREAM AEROSPACE","G-1159A Gulfstream SRA-1","Jet"
"GLF5","GULFSTREAM AEROSPACE","Shavit","Jet"
"GLF5","GULFSTREAM AEROSPACE","G-5 Shavit","Jet"
"GLF3","GULFSTREAM AEROSPACE","Gulfstream 3","Jet"
"GLF4","GULFSTREAM AEROSPACE","Gulfstream 4","Jet"
"GLF4","GULFSTREAM AEROSPACE","Gulfstream 4SP","Jet"
"GLF5","GULFSTREAM AEROSPACE","Gulfstream 5","Jet"
"GLF5","GULFSTREAM AEROSPACE","Gulfstream 5SP","Jet"
"GLF4","GULFSTREAM AEROSPACE","Gulfstream G300","Jet"
"GLF4","GULFSTREAM AEROSPACE","Gulfstream G350","Jet"
"GLF4","GULFSTREAM AEROSPACE","Gulfstream G450","Jet"
"GLF5","GULFSTREAM AEROSPACE","Gulfstream G550","Jet"
"GLF3","GULFSTREAM AEROSPACE","Gulfstream SRA-1","Jet"
"GLF4","GULFSTREAM AEROSPACE","Gulfstream SRA-4","Jet"
"AC90","GULFSTREAM AEROSPACE","Jetprop Commander 840","Turboprop/Turboshaft"
"AC90","GULFSTREAM AEROSPACE","Jetprop Commander 900","Turboprop/Turboshaft"
"AC95","GULFSTREAM AEROSPACE","Jetprop Commander 980","Turboprop/Turboshaft"
"AC95","GULFSTREAM AEROSPACE","Jetprop Commander 1000","Turboprop/Turboshaft"
"GLF4","GULFSTREAM AEROSPACE","S102 Gulfstream 4","Jet"
"GLF5","GULFSTREAM AEROSPACE","G-5SP Eitam","Jet"
"GLF4","GULFSTREAM AEROSPACE","Tp102 Gulfstream 4","Jet"
"GLF4","GULFSTREAM AEROSPACE","U-4 Gulfstream 4","Jet"
"GLF5","GULFSTREAM AEROSPACE","Eitam","Jet"
"GLF6","GULFSTREAM AEROSPACE","Gulfstream G650","Jet"
"G280","GULFSTREAM AEROSPACE","Gulfstream G280","Jet"
"ASTR","GULFSTREAM AEROSPACE","Gulfstream G100","Jet"
"G150","GULFSTREAM AEROSPACE","Gulfstream G150","Jet"
"GALX","GULFSTREAM AEROSPACE","Gulfstream G200","Jet"
"G250","GULFSTREAM AEROSPACE","Gulfstream G250","Jet"
"GLF5","GULFSTREAM AEROSPACE","Gulfstream G500 (G-5SP)","Jet"
"GA5C","GULFSTREAM AEROSPACE","G-7 Gulfstream G500","Jet"
"GA6C","GULFSTREAM AEROSPACE","G-7 Gulfstream G600","Jet"
"GA5C","GULFSTREAM AEROSPACE","Gulfstream G500 (G-7)","Jet"
"GA6C","GULFSTREAM AEROSPACE","Gulfstream G600","Jet"
"GA7C","GULFSTREAM AEROSPACE","G-8 Gulfstream G700","Jet"
"GA7C","GULFSTREAM AEROSPACE","Gulfstream G700","Jet"
"GLF6","GULFSTREAM AEROSPACE","G-6 Gulfstream G650","Jet"
"GA4C","GULFSTREAM AEROSPACE","G-7 Gulfstream G400","Jet"
"GA8C","GULFSTREAM AEROSPACE","G-8 Gulfstream G800","Jet"
"GLF4","GULFSTREAM AEROSPACE","Gulfstream G400 (G-4)","Jet"
"GA4C","GULFSTREAM AEROSPACE","Gulfstream G400 (G-7)","Jet"
"GA8C","GULFSTREAM AEROSPACE","Gulfstream G800","Jet"
"AC90","GULFSTREAM AMERICAN","690 Jetprop Commander 840","Turboprop/Turboshaft"
"AC90","GULFSTREAM AMERICAN","690 Jetprop Commander 900","Turboprop/Turboshaft"
"AC95","GULFSTREAM AMERICAN","695 Jetprop Commander 980","Turboprop/Turboshaft"
"AC95","GULFSTREAM AMERICAN","695 Jetprop Commander 1000","Turboprop/Turboshaft"
"AA1","GULFSTREAM AMERICAN","AA-1 Lynx","Piston"
"AA1","GULFSTREAM AMERICAN","AA-1 T-Cat","Piston"
"AA5","GULFSTREAM AMERICAN","AA-5 Cheetah","Piston"
"AA5","GULFSTREAM AMERICAN","AA-5 Tiger","Piston"
"G164","GULFSTREAM AMERICAN","Ag-Cat","Piston"
"AA5","GULFSTREAM AMERICAN","Cheetah","Piston"
"GA7","GULFSTREAM AMERICAN","Cougar","Piston"
"G164","GULFSTREAM AMERICAN","G-164 Ag-Cat","Piston"
"G164","GULFSTREAM AMERICAN","G-164 Super Ag-Cat","Piston"
"G64T","GULFSTREAM AMERICAN","G-164 Turbo Ag-Cat","Turboprop/Turboshaft"
"GLF2","GULFSTREAM AMERICAN","G-1159 Gulfstream 2","Jet"
"GLF2","GULFSTREAM AMERICAN","G-1159 Gulfstream 2SP","Jet"
"GLF3","GULFSTREAM AMERICAN","G-1159A Gulfstream 3","Jet"
"GLF3","GULFSTREAM AMERICAN","G-1159A Gulfstream SMA-3","Jet"
"GLF2","GULFSTREAM AMERICAN","G-1159B Gulfstream 2B","Jet"
"GLF2","GULFSTREAM AMERICAN","G-1159TT Gulfstream 2TT","Jet"
"GA7","GULFSTREAM AMERICAN","GA-7 Cougar","Piston"
"GLF2","GULFSTREAM AMERICAN","Gulfstream 2","Jet"
"GLF2","GULFSTREAM AMERICAN","Gulfstream 2B","Jet"
"GLF2","GULFSTREAM AMERICAN","Gulfstream 2SP","Jet"
"GLF2","GULFSTREAM AMERICAN","Gulfstream 2TT","Jet"
"GLF3","GULFSTREAM AMERICAN","Gulfstream 3","Jet"
"GLF3","GULFSTREAM AMERICAN","Gulfstream SMA-3","Jet"
"AC90","GULFSTREAM AMERICAN","Jetprop Commander 840","Turboprop/Turboshaft"
"AC90","GULFSTREAM AMERICAN","Jetprop Commander 900","Turboprop/Turboshaft"
"AC95","GULFSTREAM AMERICAN","Jetprop Commander 980","Turboprop/Turboshaft"
"AC95","GULFSTREAM AMERICAN","Jetprop Commander 1000","Turboprop/Turboshaft"
"AA1","GULFSTREAM AMERICAN","Lynx","Piston"
"G164","GULFSTREAM AMERICAN","Super Ag-Cat","Piston"
"AA1","GULFSTREAM AMERICAN","T-Cat","Piston"
"AA5","GULFSTREAM AMERICAN","Tiger","Piston"
"G64T","GULFSTREAM AMERICAN","Turbo Ag-Cat","Turboprop/Turboshaft"
"SC01","GYROFLUG","SC-01 Speed Canard","Piston"
"SC01","GYROFLUG","Speed Canard","Piston"
"BU81","HAGGLUND","Bestmann","Piston"
"BU81","HAGGLUND","Bü-181 Bestmann","Piston"
"CP30","HAINZ","CP-301 Emeraude","Piston"
"CP30","HAINZ","Emeraude","Piston"
"HLD4","HALBERSTADT","D-4 Replica","Piston"
"WH4","HALL","WH-4 Harpoon","Turboprop/Turboshaft"
"WH4","HALL","WH-6 Harpoon","Turboprop/Turboshaft"
"WH4","HALL","Harpoon","Turboprop/Turboshaft"
"AFOX","HALLEY","Apollo Fox","Piston"
"SAFF","HALSTED","Saffire","Piston"
"BE18","HAMILTON","Little Liner","Piston"
"T28","HAMILTON","Nomair","Piston"
"T28","HAMILTON","T-28 Nomair","Piston"
"B18T","HAMILTON","Westwind 2","Turboprop/Turboshaft"
"B18T","HAMILTON","Westwind 3","Turboprop/Turboshaft"
"SF2","HAPI","Cygnet","Piston"
"SF2","HAPI","SF-2 Cygnet","Piston"
"IL28","HARBIN","H-5","Jet"
"AS65","HARBIN","H-410 Haitun","Turboprop/Turboshaft"
"AS65","HARBIN","H-425 Haitun","Turboprop/Turboshaft"
"AS65","HARBIN","Haitun","Turboprop/Turboshaft"
"Y12","HARBIN","Harbinger","Turboprop/Turboshaft"
"EC20","HARBIN","HC-120","Turboprop/Turboshaft"
"IL28","HARBIN","HJ-5","Jet"
"IL28","HARBIN","HZ-5","Jet"
"SH5","HARBIN","PS-5","Turboprop/Turboshaft"
"SH5","HARBIN","SH-5","Turboprop/Turboshaft"
"AS65","HARBIN","WZ-9 Haitun","Turboprop/Turboshaft"
"MI4","HARBIN","Xuanfeng","Piston"
"Y11","HARBIN","Y-11","Piston"
"MI4","HARBIN","Z-5","Piston"
"MI4","HARBIN","Z-5 Xuanfeng","Piston"
"AS65","HARBIN","Z-9 Haitun","Turboprop/Turboshaft"
"E145","HARBIN","EMB-145LI","Jet"
"E145","HARBIN","ERJ-145LI","Jet"
"Y12","HARBIN","Y-12-2","Turboprop/Turboshaft"
"Y12","HARBIN","Y-12-4","Turboprop/Turboshaft"
"Y12","HARBIN","Y-12C","Turboprop/Turboshaft"
"Y12","HARBIN","Y-12E Harbinger","Turboprop/Turboshaft"
"Y12F","HARBIN","Y-12F Aircar","Turboprop/Turboshaft"
"Y12F","HARBIN","Aircar","Turboprop/Turboshaft"
"E35L","HARBIN","EMB-135BJ Legacy 650","Jet"
"E35L","HARBIN","Legacy 650","Jet"
"MRAM","HARMON (1)","1-2 Mister America","Piston"
"MRAM","HARMON (1)","Mister America","Piston"
"HROC","HARMON (2)","Rocket","Piston"
"LS2","HAT","LS-2","Piston"
"CB1","HATZ","Biplane","Piston"
"CB1","HATZ","CB-1 Biplane","Piston"
"CYGT","HAWKER","Cygnet","Piston"
"CYGT","HAWKER","Cygnet Replica","Piston"
"FURY","HAWKER","Fury","Piston"
"HIND","HAWKER","Hind","Piston"
"HUNT","HAWKER","Hunter","Jet"
"HURI","HAWKER","Hurricane","Piston"
"FURY","HAWKER","Sea Fury","Piston"
"SHAW","HAWKER","Sea Hawk","Jet"
"HURI","HAWKER","Sea Hurricane","Piston"
"BE58","HAWKER BEECHCRAFT","58 Baron","Piston"
"BE9L","HAWKER BEECHCRAFT","90 King Air 90","Turboprop/Turboshaft"
"BE20","HAWKER BEECHCRAFT","200 King Air 200","Turboprop/Turboshaft"
"B350","HAWKER BEECHCRAFT","300 (B300) King Air 350","Turboprop/Turboshaft"
"PRM1","HAWKER BEECHCRAFT","390 Premier 1","Jet"
"HA4T","HAWKER BEECHCRAFT","4000 Hawker 4000","Jet"
"BE58","HAWKER BEECHCRAFT","Baron","Piston"
"H25B","HAWKER BEECHCRAFT","Hawker 750","Jet"
"H25B","HAWKER BEECHCRAFT","Hawker 850","Jet"
"H25B","HAWKER BEECHCRAFT","Hawker 900","Jet"
"HA4T","HAWKER BEECHCRAFT","Hawker 4000","Jet"
"BE9L","HAWKER BEECHCRAFT","King Air 90 ","Turboprop/Turboshaft"
"BE20","HAWKER BEECHCRAFT","King Air 200","Turboprop/Turboshaft"
"B350","HAWKER BEECHCRAFT","King Air 350","Turboprop/Turboshaft"
"PRM1","HAWKER BEECHCRAFT","Premier 1","Jet"
"TEX2","HAWKER BEECHCRAFT","T-6 Texan 2","Turboprop/Turboshaft"
"TEX2","HAWKER BEECHCRAFT","Texan 2","Turboprop/Turboshaft"
"H25B","HAWKER BEECHCRAFT","Hawker 800","Jet"
"PRM1","HAWKER BEECHCRAFT","390 Hawker 200","Jet"
"PRM1","HAWKER BEECHCRAFT","Hawker 200","Jet"
"B350","HAWKER BEECHCRAFT","300 (B300) Shadow","Turboprop/Turboshaft"
"B350","HAWKER BEECHCRAFT","Shadow","Turboprop/Turboshaft"
"BE36","HAWKER BEECHCRAFT","G36 Bonanza","Piston"
"BE36","HAWKER BEECHCRAFT","Bonanza (G36)","Piston"
"TEX2","HAWKER BEECHCRAFT","AT-6 Texan 2","Turboprop/Turboshaft"
"TEX2","HAWKER BEECHCRAFT","T-6 Efroni","Turboprop/Turboshaft"
"TEX2","HAWKER BEECHCRAFT","Efroni","Turboprop/Turboshaft"
"BE40","HAWKER BEECHCRAFT","Hawker 400XP","Jet"
"BE4W","HAWKER BEECHCRAFT","Hawker 400XT","Jet"
"BE4W","HAWKER BEECHCRAFT","Hawker 400XPR","Jet"
"BE4W","HAWKER BEECHCRAFT","400XPR  Beechjet","Jet"
"BE4W","HAWKER BEECHCRAFT","Beechjet (400XPR)","Jet"
"B350","HAWKER BEECHCRAFT","MC-12","Turboprop/Turboshaft"
"H60","HAWKER DE HAVILLAND","Black Hawk","Turboprop/Turboshaft"
"PC9","HAWKER DE HAVILLAND","PC-9","Turboprop/Turboshaft"
"H60","HAWKER DE HAVILLAND","S-70 Black Hawk","Turboprop/Turboshaft"
"A748","HAWKER SIDDELEY","Andover","Turboprop/Turboshaft"
"HAR","HAWKER SIDDELEY","AV-8 Harrier","Jet"
"BUC","HAWKER SIDDELEY","Buccaneer","Jet"
"A748","HAWKER SIDDELEY","C-91","Turboprop/Turboshaft"
"DOVE","HAWKER SIDDELEY","DH-104 Dove","Piston"
"HERN","HAWKER SIDDELEY","DH-114 Heron","Piston"
"DOVE","HAWKER SIDDELEY","Dove","Piston"
"GNAT","HAWKER SIDDELEY","Gnat","Jet"
"HAR","HAWKER SIDDELEY","Harrier","Jet"
"HAWK","HAWKER SIDDELEY","Hawk","Jet"
"HERN","HAWKER SIDDELEY","Heron","Piston"
"H25A","HAWKER SIDDELEY","HS-125-1","Jet"
"H25A","HAWKER SIDDELEY","HS-125-3","Jet"
"H25A","HAWKER SIDDELEY","HS-125-400","Jet"
"H25A","HAWKER SIDDELEY","HS-125-600","Jet"
"H25B","HAWKER SIDDELEY","HS-125-700","Jet"
"A748","HAWKER SIDDELEY","HS-748","Turboprop/Turboshaft"
"A748","HAWKER SIDDELEY","HS-748 Andover","Turboprop/Turboshaft"
"A748","HAWKER SIDDELEY","HS-780 Andover","Turboprop/Turboshaft"
"HAR","HAWKER SIDDELEY","TAV-8 Harrier","Jet"
"H202","HB-AIRCRAFT","Fledger","Piston"
"HB23","HB-AIRCRAFT","HB-23 Hobbyliner","Piston"
"HB23","HB-AIRCRAFT","HB-23 Scanliner","Piston"
"H202","HB-AIRCRAFT","HB-202 Fledger","Piston"
"HB23","HB-AIRCRAFT","Hobbyliner","Piston"
"HB23","HB-AIRCRAFT","Scanliner","Piston"
"H207","HB-FLUGTECHNIK","Alfa","Piston"
"HB23","HB-FLUGTECHNIK","HB-23 Hobbyliner","Piston"
"HB23","HB-FLUGTECHNIK","HB-23 Scanliner","Piston"
"H204","HB-FLUGTECHNIK","HB-204 Tornado","Piston"
"H207","HB-FLUGTECHNIK","HB-207 Alfa","Piston"
"HB23","HB-FLUGTECHNIK","Hobbyliner","Piston"
"HB23","HB-FLUGTECHNIK","Scanliner","Piston"
"H204","HB-FLUGTECHNIK","Tornado","Piston"
"H111","HEINKEL","He-111","Piston"
"CH20","HEINTZ","CH-200 Zénith","Piston"
"CH20","HEINTZ","Zénith","Piston"
"AS65","HELIBRAS","AS-365 Dauphin 2","Turboprop/Turboshaft"
"AS65","HELIBRAS","AS-565 Panther","Turboprop/Turboshaft"
"AS55","HELIBRAS","CH-55 Esquilo","Turboprop/Turboshaft"
"AS65","HELIBRAS","Dauphin 2","Turboprop/Turboshaft"
"AS50","HELIBRAS","Esquilo (HB-350)","Turboprop/Turboshaft"
"AS55","HELIBRAS","Esquilo (HB-355)","Turboprop/Turboshaft"
"LAMA","HELIBRAS","Gaviao","Turboprop/Turboshaft"
"AS50","HELIBRAS","HA-1 Esquilo","Turboprop/Turboshaft"
"LAMA","HELIBRAS","HB-315 Gaviao","Turboprop/Turboshaft"
"AS50","HELIBRAS","HB-350 Esquilo","Turboprop/Turboshaft"
"AS55","HELIBRAS","HB-355 Esquilo","Turboprop/Turboshaft"
"AS65","HELIBRAS","HM-1 Panther","Turboprop/Turboshaft"
"AS65","HELIBRAS","Panther","Turboprop/Turboshaft"
"AS50","HELIBRAS","UH-12 Esquilo","Turboprop/Turboshaft"
"AS55","HELIBRAS","UH-13 Esquilo","Turboprop/Turboshaft"
"AS55","HELIBRAS","VH-55 Esquilo","Turboprop/Turboshaft"
"AS50","HELIBRAS","H-50 Esquilo","Turboprop/Turboshaft"
"COMU","HELICOM","Commuter","Piston"
"COMU","HELICOM","H-1 Commuter","Piston"
"STLN","HELIO","AU-24 Stallion","Turboprop/Turboshaft"
"COUR","HELIO","Courier","Piston"
"COUR","HELIO","Courier 2","Piston"
"COUR","HELIO","H-250 Courier 2","Piston"
"COUR","HELIO","H-295 Super Courier","Piston"
"COUR","HELIO","H-391 Courier","Piston"
"COUR","HELIO","H-392 Strato-Courier","Piston"
"COUR","HELIO","H-395 Courier","Piston"
"COUR","HELIO","H-395 Super Courier","Piston"
"TCOU","HELIO","H-500 Twin Courier","Piston"
"COUR","HELIO","H-700 Courier","Piston"
"COUR","HELIO","H-800 Courier","Piston"
"STLN","HELIO","HST-550 Stallion","Turboprop/Turboshaft"
"COUR","HELIO","HT-295 Super Courier","Piston"
"STLN","HELIO","Stallion","Turboprop/Turboshaft"
"COUR","HELIO","Strato-Courier","Piston"
"COUR","HELIO","Super Courier","Piston"
"TCOU","HELIO","Twin Courier","Piston"
"TCOU","HELIO","U-5 Twin Courier","Piston"
"COUR","HELIO","U-10 Super Courier","Piston"
"BU81","HELIOPOLIS","Gomhouria","Piston"
"S61","HELIPRO","S-61 Shortsky","Turboprop/Turboshaft"
"S61","HELIPRO","Shortsky","Turboprop/Turboshaft"
"CH7","HELI-SPORT","CH-7 Kompress","Piston"
"CH7","HELI-SPORT","Kompress","Piston"
"A139","HELIVERT","AW-139","Turboprop/Turboshaft"
"HX2","HELOWERKS","HX-2 Wasp","Turboprop/Turboshaft"
"HX2","HELOWERKS","Wasp","Turboprop/Turboshaft"
"RF5","HELWAN","RF-5 Sperber","Piston"
"RF5","HELWAN","Sperber","Piston"
"J3","HENDERSON","Little Bear","Piston"
"A140","HESA","Faraz","Turboprop/Turboshaft"
"A140","HESA","IRAN-140 Faraz","Turboprop/Turboshaft"
"BE33","HESA","Parastu","Piston"
"PC7","HESA","S-68","Turboprop/Turboshaft"
"S278","HESA","Shahed 278","Turboprop/Turboshaft"
"S278","HESA","Shahed OH-78","Turboprop/Turboshaft"
"S285","HESA","Shahed 285","Turboprop/Turboshaft"
"S285","HESA","Shahed AH-85","Turboprop/Turboshaft"
"HF20","HFB","Hansa","Jet"
"HF20","HFB","HFB-320 Hansa","Jet"
"SHOR","HIGHER CLASS","Super Hornet","Piston"
"ARV1","HIGHLANDER","Highlander","Piston"
"RMOU","HILLBERG","EH1-01 Rotormouse","Turboprop/Turboshaft"
"RMOU","HILLBERG","Rotormouse","Turboprop/Turboshaft"
"FH11","HILLER","FH-1100","Turboprop/Turboshaft"
"UH12","HILLER","H-23 Raven","Piston"
"UH12","HILLER","HTE Raven","Piston"
"UH12","HILLER","OH-23 Raven","Piston"
"UH12","HILLER","Raven","Piston"
"UH12","HILLER","UH-12B","Piston"
"UH12","HILLER","UH-12C","Piston"
"UH12","HILLER","UH-12E","Piston"
"UH12","HILLER","UH-12E3","Piston"
"H12T","HILLER","UH-12E3T","Turboprop/Turboshaft"
"UH12","HILLER","UH-12E4","Piston"
"H12T","HILLER","UH-12E4T","Turboprop/Turboshaft"
"UH12","HILLER","UH-12E5","Piston"
"H12T","HILLER","UH-12ET","Turboprop/Turboshaft"
"UH12","HILLER","UH-12L3","Piston"
"UH12","HILLER","UH-12L4","Piston"
"UH12","HILLER","UH-12SL3","Piston"
"UH12","HILLER","UH-12SL4","Piston"
"D228","HINDUSTAN","228","Turboprop/Turboshaft"
"A748","HINDUSTAN","748","Turboprop/Turboshaft"
"ALH","HINDUSTAN","ALH Dhruv","Turboprop/Turboshaft"
"MG23","HINDUSTAN","Bahadur","Jet"
"HA31","HINDUSTAN","Basant","Piston"
"LAMA","HINDUSTAN","Cheetah","Turboprop/Turboshaft"
"LAMA","HINDUSTAN","Cheetal","Turboprop/Turboshaft"
"ALO3","HINDUSTAN","Chetak","Turboprop/Turboshaft"
"ALO3","HINDUSTAN","Chetan","Turboprop/Turboshaft"
"HT32","HINDUSTAN","Deepak","Piston"
"ALH","HINDUSTAN","Dhruv","Turboprop/Turboshaft"
"HA31","HINDUSTAN","HA-31 Basant","Piston"
"HT16","HINDUSTAN","HJT-16 Kiran","Jet"
"HT36","HINDUSTAN","HJT-36 Sitara","Jet"
"HT32","HINDUSTAN","HPT-32 Deepak","Piston"
"HT2","HINDUSTAN","HT-2","Piston"
"HT34","HINDUSTAN","HTT-34","Turboprop/Turboshaft"
"AR11","HINDUSTAN","HUL-26 Pushpak","Piston"
"JAGR","HINDUSTAN","Jaguar","Jet"
"HT16","HINDUSTAN","Kiran","Jet"
"LAMA","HINDUSTAN","Lancer","Turboprop/Turboshaft"
"MG21","HINDUSTAN","MiG-21","Jet"
"MG23","HINDUSTAN","MiG-27 Bahadur","Jet"
"AR11","HINDUSTAN","Pushpak","Piston"
"LAMA","HINDUSTAN","SA-315 Cheetah","Turboprop/Turboshaft"
"LAMA","HINDUSTAN","SA-315 Cheetal","Turboprop/Turboshaft"
"LAMA","HINDUSTAN","SA-315 Lancer","Turboprop/Turboshaft"
"ALO3","HINDUSTAN","SA-316 Chetak","Turboprop/Turboshaft"
"ALO3","HINDUSTAN","SA-316 Chetan","Turboprop/Turboshaft"
"ALO3","HINDUSTAN","SE-3160 Chetak","Turboprop/Turboshaft"
"JAGR","HINDUSTAN","Shamsher","Jet"
"HT36","HINDUSTAN","Sitara","Jet"
"SU27","HINDUSTAN","Su-30","Jet"
"HAWK","HINDUSTAN","Hawk","Jet"
"LCA","HINDUSTAN","LCA Tejas","Jet"
"LCA","HINDUSTAN","Tejas","Jet"
"LCH","HINDUSTAN","LCH","Turboprop/Turboshaft"
"HT40","HINDUSTAN","HTT-40","Turboprop/Turboshaft"
"HI27","HIRTH","Acrostar","Piston"
"HI27","HIRTH","Hi-27 Acrostar","Piston"
"S223","HISPANO","223 Flamingo","Piston"
"ME09","HISPANO","Buchon","Piston"
"S223","HISPANO","Flamingo","Piston"
"SATA","HISPANO","HA-200 Saeta","Jet"
"SATA","HISPANO","HA-220 Super Saeta","Jet"
"ME09","HISPANO","HA-1112 Buchon","Piston"
"SATA","HISPANO","Saeta","Jet"
"SATA","HISPANO","Super Saeta","Jet"
"PULS","HK","Wega","Piston"
"DV20","HOAC","DV-20 Katana","Piston"
"DIMO","HOAC","HK-36 Super Dimona","Piston"
"DV20","HOAC","Katana","Piston"
"DIMO","HOAC","Super Dimona","Piston"
"DIMO","HOFFMANN","Dimona","Piston"
"DIMO","HOFFMANN","H-36 Dimona","Piston"
"H40","HOFFMANN","H-40","Piston"
"PGEE","HOLCOMB","Perigee","Piston"
"HA2","HOLLMANN","HA-2 Sportster","Piston"
"HA2","HOLLMANN","Sportster","Piston"
"HDJT","HONDA","HA-420 HondaJet","Jet"
"HDJT","HONDA","HondaJet","Jet"
"MH02","HONDA-MISSISSIPPI","MH-02","Jet"
"Q5","HONGDU","A-5","Jet"
"CJ6","HONGDU","BT-6","Piston"
"CJ6","HONGDU","CJ-6","Piston"
"K8","HONGDU","K-8 Karakorum","Jet"
"K8","HONGDU","Karakorum","Jet"
"N5","HONGDU","N-5","Piston"
"Q5","HONGDU","Q-5","Jet"
"K8","HONGDU","JL-8","Jet"
"L15","HONGDU","L-15 Lieying","Jet"
"L15","HONGDU","Lieying","Jet"
"MD60","HONGDU MD HELICOPTERS","MD-600N","Turboprop/Turboshaft"
"BBIR","HOVEY","Beta Bird","Piston"
"DG15","HOWARD (1)","DGA-15","Piston"
"DG15","HOWARD (1)","GH Nightingale","Piston"
"DG15","HOWARD (1)","NH","Piston"
"DG15","HOWARD (1)","Nightingale","Piston"
"L18","HOWARD (2)","250","Piston"
"L18","HOWARD (2)","350","Piston"
"L37","HOWARD (2)","500","Piston"
"LWIN","HOWARD HUGHES","Australian LightWing   GR-912","Piston"
"LWIN","HOWARD HUGHES","Australian LightWing  GA-912","Piston"
"LWIN","HOWARD HUGHES","Australian LightWing GR-582","Piston"
"LWIN","HOWARD HUGHES","Austalian LightWing Sport 2000","Piston"
"LW20","HOWARD HUGHES","Australian LightWing Speed SP-2000","Piston"
"PRPR","HOWARD HUGHES","Pocket Rocket PR-582","Piston"
"PRPR","HOWARD HUGHES","Pocket Rocket PR-XP","Piston"
"PRBR","HOWARD HUGHES","Pocket Rocket PR-Breeze","Piston"
"PRBP","HOWARD HUGHES","Pocket Rocket PR-Bipe","Piston"
"LW40","HOWARD HUGHES","Australian LightWing Speed SP-4000","Piston"
"H269","HUGHES","269 Sky Knight","Piston"
"H269","HUGHES","280","Piston"
"H269","HUGHES","300","Piston"
"H269","HUGHES","300 Sky Knight","Piston"
"H500","HUGHES","369","Turboprop/Turboshaft"
"H500","HUGHES","500","Turboprop/Turboshaft"
"H500","HUGHES","500 Defender","Turboprop/Turboshaft"
"H500","HUGHES","530F","Turboprop/Turboshaft"
"H500","HUGHES","AH-6C","Turboprop/Turboshaft"
"H500","HUGHES","AH-6G","Turboprop/Turboshaft"
"H64","HUGHES","AH-64 Apache","Turboprop/Turboshaft"
"H64","HUGHES","Apache","Turboprop/Turboshaft"
"H500","HUGHES","Cayuse","Turboprop/Turboshaft"
"H500","HUGHES","Defender","Turboprop/Turboshaft"
"H269","HUGHES","Hkp5","Piston"
"H64","HUGHES","JAH-64 Apache","Turboprop/Turboshaft"
"H500","HUGHES","MH-6B","Turboprop/Turboshaft"
"H500","HUGHES","MH-6C","Turboprop/Turboshaft"
"H500","HUGHES","MH-6E","Turboprop/Turboshaft"
"H500","HUGHES","MH-6H","Turboprop/Turboshaft"
"H500","HUGHES","OH-6 Cayuse","Turboprop/Turboshaft"
"H269","HUGHES","Osage","Piston"
"H269","HUGHES","Sky Knight","Piston"
"H269","HUGHES","TH-55 Osage","Piston"
"H269","HUGHES","TH-300","Piston"
"H64","HUGHES","77 Apache","Turboprop/Turboshaft"
"H269","HUGHES","200","Piston"
"H269","HUGHES","269","Piston"
"TTRS","HUMBERT","Tetras","Piston"
"MOTO","HUMBERT","Moto Du Ciel","Piston"
"HUML","HUMMEL","Hummel Bird","Piston"
"JPRO","HUNTING","Jet Provost","Jet"
"PPRO","HUNTING","P-56 Provost","Piston"
"PEMB","HUNTING","P-66 Pembroke","Piston"
"JPRO","HUNTING","P-84 Jet Provost","Jet"
"PEMB","HUNTING","Pembroke","Piston"
"PPRO","HUNTING","Provost","Piston"
"JPRO","HUNTING PERCIVAL","Jet Provost","Jet"
"PPRO","HUNTING PERCIVAL","P-56 Provost","Piston"
"PEMB","HUNTING PERCIVAL","P-66 Pembroke","Piston"
"JPRO","HUNTING PERCIVAL","P-84 Jet Provost","Jet"
"PEMB","HUNTING PERCIVAL","Pembroke","Piston"
"PPRO","HUNTING PERCIVAL","Provost","Piston"
"HD34","HUREL-DUBOIS","HD-34","Piston"
"EXEC","HUZHOU TAIXIANG","Exec","Piston"
